dataset_name,method_name,option,result,time
PostgreSQL,pc,fisherz,exception: Data correlation matrix is singular. Cannot run fisherz test. Please check your data.,
PostgreSQL,pc,mv_fisherz,exception: Data correlation matrix is singular. Cannot run fisherz test. Please check your data.,
PostgreSQL,pc,mc_fisherz,exception: 'm',
PostgreSQL,pc,kci,timeout,1800
PostgreSQL,pc,chisq,success,1
PostgreSQL,pc,gsq,empty,1
PostgreSQL,pc,d_separation,exception: 'NoneType' object has no attribute 'is_directed',
PostgreSQL,fci,fisherz,exception: Data correlation matrix is singular. Cannot run fisherz test. Please check your data.,
PostgreSQL,fci,kci,timeout,1800
PostgreSQL,fci,chisq,success,1
PostgreSQL,fci,gsq,empty,2
PostgreSQL,gin,kci,timeout,1800
PostgreSQL,gin,hsic,timeout,1800
PostgreSQL,grasp,local_score_CV_general,success,1545
PostgreSQL,grasp,local_score_marginal_general,exception: Array must not contain infs or NaNs,
PostgreSQL,grasp,local_score_CV_multi,exception: 147,
PostgreSQL,grasp,local_score_marginal_multi,exception: 145,
PostgreSQL,grasp,local_score_BIC,exception: Singular matrix,
PostgreSQL,grasp,local_score_BDeu,success,183
PostgreSQL,ges,local_score_CV_general,timeout,1800
PostgreSQL,ges,local_score_marginal_general,exception: setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (2,) + inhomogeneous part.,
PostgreSQL,ges,local_score_CV_multi,timeout,1800
PostgreSQL,ges,local_score_marginal_multi,exception: setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (2,) + inhomogeneous part.,
PostgreSQL,ges,local_score_BIC,exception: Singular matrix,
PostgreSQL,ges,local_score_BIC_from_cov,exception: Singular matrix,
PostgreSQL,ges,local_score_BDeu,success,1352
PostgreSQL,exact_search,dp,exception: can only convert an array of size 1 to a Python scalar,
PostgreSQL,exact_search,astar,exception: can only convert an array of size 1 to a Python scalar,
XYZ_10,pc,fisherz,success,1
XYZ_10,pc,mv_fisherz,success,3
XYZ_10,pc,mc_fisherz,exception: 'm',
XYZ_10,pc,kci,success,341
XYZ_10,pc,chisq,success,10
XYZ_10,pc,gsq,empty,1
XYZ_10,pc,d_separation,exception: 'NoneType' object has no attribute 'is_directed',
XYZ_10,fci,fisherz,success,1
XYZ_10,fci,kci,success,314
XYZ_10,fci,chisq,success,10
XYZ_10,fci,gsq,empty,1
XYZ_10,gin,kci,success,156
XYZ_10,gin,hsic,success,197
XYZ_10,grasp,local_score_CV_general,success,1729
XYZ_10,grasp,local_score_marginal_general,exception: setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (2,) + inhomogeneous part.,
XYZ_10,grasp,local_score_CV_multi,exception: 0,
XYZ_10,grasp,local_score_marginal_multi,exception: 10,
XYZ_10,grasp,local_score_BIC,success,1
XYZ_10,grasp,local_score_BDeu,success,243
XYZ_10,ges,local_score_CV_general,timeout,1800
XYZ_10,ges,local_score_marginal_general,exception: setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (2,) + inhomogeneous part.,
XYZ_10,ges,local_score_CV_multi,timeout,1800
XYZ_10,ges,local_score_marginal_multi,exception: setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (2,) + inhomogeneous part.,
XYZ_10,ges,local_score_BIC,success,54
XYZ_10,ges,local_score_BIC_from_cov,success,57
XYZ_10,ges,local_score_BDeu,success,428
dataset_name,method_name,option,result,time
dataset_name,method_name,option,result,time
XYZ_100,pc,fisherz,success,95
XYZ_100,pc,mv_fisherz,success,183
XYZ_100,pc,mc_fisherz,exception: 'm',
XYZ_100,pc,kci,timeout,1800
XYZ_100,pc,chisq,empty,93
XYZ_100,pc,gsq,empty,121
XYZ_100,pc,d_separation,exception: 'NoneType' object has no attribute 'is_directed',
XYZ_100,fci,fisherz,success,31
XYZ_100,fci,kci,timeout,1800
XYZ_100,fci,chisq,empty,95
XYZ_100,fci,gsq,empty,122
XYZ_100,gin,kci,timeout,1800
XYZ_100,gin,hsic,timeout,1800
XYZ_100,grasp,local_score_CV_general,timeout,1800
XYZ_100,grasp,local_score_marginal_general,exception: setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (2,) + inhomogeneous part.,
XYZ_100,grasp,local_score_CV_multi,exception: 55,
XYZ_100,grasp,local_score_marginal_multi,exception: 79,
XYZ_100,grasp,local_score_BIC,success,29
XYZ_100,grasp,local_score_BDeu,timeout,1800
XYZ_100,ges,local_score_CV_general,timeout,1800
XYZ_100,ges,local_score_marginal_general,exception: setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (2,) + inhomogeneous part.,
XYZ_100,ges,local_score_CV_multi,timeout,1800
XYZ_100,ges,local_score_marginal_multi,exception: setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (2,) + inhomogeneous part.,
XYZ_100,ges,local_score_BIC,success,1464
XYZ_100,ges,local_score_BIC_from_cov,success,1466
XYZ_100,ges,local_score_BDeu,timeout,1800
XYZ_100,exact_search,dp,timeout,1800
XYZ_100,exact_search,astar,timeout,1800
XYZ_1000,pc,fisherz,timeout,1800
XYZ_1000,pc,mv_fisherz,timeout,1800
XYZ_1000,pc,mc_fisherz,exception: 'm',
XYZ_1000,pc,kci,timeout,1800
XYZ_1000,pc,chisq,timeout,1800
XYZ_1000,pc,gsq,timeout,1800
XYZ_1000,pc,d_separation,exception: 'NoneType' object has no attribute 'is_directed',
XYZ_1000,fci,fisherz,timeout,1800
XYZ_1000,fci,kci,timeout,1800
XYZ_1000,fci,chisq,timeout,1800
XYZ_1000,fci,gsq,timeout,1800
XYZ_1000,gin,kci,timeout,1800
XYZ_1000,gin,hsic,timeout,1800
XYZ_1000,grasp,local_score_CV_general,timeout,1800
XYZ_1000,grasp,local_score_marginal_general,exception: Array must not contain infs or NaNs,
XYZ_1000,grasp,local_score_CV_multi,exception: 191,
XYZ_1000,grasp,local_score_marginal_multi,exception: 66,
XYZ_1000,grasp,local_score_BIC,exception: Singular matrix,
XYZ_1000,grasp,local_score_BDeu,timeout,1800
XYZ_1000,ges,local_score_CV_general,timeout,1800
XYZ_1000,ges,local_score_marginal_general,exception: setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (2,) + inhomogeneous part.,
XYZ_1000,ges,local_score_CV_multi,timeout,1800
XYZ_1000,ges,local_score_marginal_multi,exception: setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (2,) + inhomogeneous part.,
XYZ_1000,ges,local_score_BIC,timeout,1800
XYZ_1000,ges,local_score_BIC_from_cov,timeout,1800
XYZ_1000,ges,local_score_BDeu,timeout,1800
XYZ_1000,exact_search,dp,timeout,1800
XYZ_1000,exact_search,astar,timeout,1800
OpenStack_Cinder,pc,fisherz,exception: Data correlation matrix is singular. Cannot run fisherz test. Please check your data.,
OpenStack_Cinder,pc,mv_fisherz,exception: Data correlation matrix is singular. Cannot run fisherz test. Please check your data.,
OpenStack_Cinder,pc,mc_fisherz,exception: 'm',
OpenStack_Cinder,pc,kci,timeout,1800
dataset_name,method_name,option,result,time
OpenStack_Cinder,pc,fisherz,exception: Data correlation matrix is singular. Cannot run fisherz test. Please check your data.,
OpenStack_Cinder,pc,mv_fisherz,exception: Data correlation matrix is singular. Cannot run fisherz test. Please check your data.,
OpenStack_Cinder,pc,mc_fisherz,exception: 'm',
OpenStack_Cinder,pc,kci,timeout,1800
OpenStack_Cinder,pc,chisq,timeout,1800
OpenStack_Cinder,pc,gsq,timeout,1800
OpenStack_Cinder,pc,d_separation,exception: 'NoneType' object has no attribute 'is_directed',
OpenStack_Cinder,fci,fisherz,exception: Data correlation matrix is singular. Cannot run fisherz test. Please check your data.,
OpenStack_Cinder,fci,kci,timeout,1800
OpenStack_Cinder,fci,chisq,timeout,1800
OpenStack_Cinder,fci,gsq,timeout,1800
OpenStack_Cinder,gin,kci,timeout,1800
OpenStack_Cinder,gin,hsic,timeout,1800
OpenStack_Cinder,grasp,local_score_CV_general,timeout,1800
OpenStack_Cinder,grasp,local_score_marginal_general,exception: setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (2,) + inhomogeneous part.,
OpenStack_Cinder,grasp,local_score_CV_multi,exception: 576,
OpenStack_Cinder,grasp,local_score_marginal_multi,exception: 390,
OpenStack_Cinder,grasp,local_score_BIC,exception: Singular matrix,
OpenStack_Cinder,grasp,local_score_BDeu,timeout,1800
OpenStack_Cinder,ges,local_score_CV_general,timeout,1800
OpenStack_Cinder,ges,local_score_marginal_general,exception: setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (2,) + inhomogeneous part.,
OpenStack_Cinder,ges,local_score_CV_multi,timeout,1800
OpenStack_Cinder,ges,local_score_marginal_multi,exception: setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (2,) + inhomogeneous part.,
OpenStack_Cinder,ges,local_score_BIC,exception: Singular matrix,
OpenStack_Cinder,ges,local_score_BIC_from_cov,exception: Singular matrix,
OpenStack_Cinder,ges,local_score_BDeu,timeout,1800
OpenStack_Cinder,exact_search,dp,exception: can only convert an array of size 1 to a Python scalar,
OpenStack_Cinder,exact_search,astar,exception: can only convert an array of size 1 to a Python scalar,
OpenStack_Neutron,pc,fisherz,exception: Data correlation matrix is singular. Cannot run fisherz test. Please check your data.,
OpenStack_Neutron,pc,mv_fisherz,exception: Data correlation matrix is singular. Cannot run fisherz test. Please check your data.,
OpenStack_Neutron,pc,mc_fisherz,exception: 'm',
OpenStack_Neutron,pc,kci,timeout,1800
OpenStack_Neutron,pc,chisq,timeout,1800
OpenStack_Neutron,pc,gsq,timeout,1800
OpenStack_Neutron,pc,d_separation,exception: 'NoneType' object has no attribute 'is_directed',
OpenStack_Neutron,fci,fisherz,exception: Data correlation matrix is singular. Cannot run fisherz test. Please check your data.,
OpenStack_Neutron,fci,kci,timeout,1800
OpenStack_Neutron,fci,chisq,timeout,1800
OpenStack_Neutron,fci,gsq,timeout,1800
OpenStack_Neutron,gin,kci,timeout,1800
OpenStack_Neutron,gin,hsic,timeout,1800
OpenStack_Neutron,grasp,local_score_CV_general,timeout,1800
OpenStack_Neutron,grasp,local_score_marginal_general,exception: setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (2,) + inhomogeneous part.,
OpenStack_Neutron,grasp,local_score_CV_multi,exception: 256,
OpenStack_Neutron,grasp,local_score_marginal_multi,exception: 191,
OpenStack_Neutron,grasp,local_score_BIC,exception: Singular matrix,
OpenStack_Neutron,grasp,local_score_BDeu,timeout,1800
OpenStack_Neutron,ges,local_score_CV_general,timeout,1800
OpenStack_Neutron,ges,local_score_marginal_general,exception: setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (2,) + inhomogeneous part.,
OpenStack_Neutron,ges,local_score_CV_multi,timeout,1800
OpenStack_Neutron,ges,local_score_marginal_multi,exception: setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (2,) + inhomogeneous part.,
OpenStack_Neutron,ges,local_score_BIC,timeout,1800
OpenStack_Neutron,ges,local_score_BIC_from_cov,timeout,1800
OpenStack_Neutron,ges,local_score_BDeu,timeout,1800
OpenStack_Neutron,exact_search,dp,exception: can only convert an array of size 1 to a Python scalar,
OpenStack_Neutron,exact_search,astar,exception: can only convert an array of size 1 to a Python scalar,
OpenStack_Nova,pc,fisherz,exception: Data correlation matrix is singular. Cannot run fisherz test. Please check your data.,
OpenStack_Nova,pc,mv_fisherz,exception: Data correlation matrix is singular. Cannot run fisherz test. Please check your data.,
OpenStack_Nova,pc,mc_fisherz,exception: 'm',
OpenStack_Nova,pc,kci,timeout,1800
OpenStack_Nova,pc,chisq,timeout,1800
OpenStack_Nova,pc,gsq,timeout,1800
OpenStack_Nova,pc,d_separation,exception: 'NoneType' object has no attribute 'is_directed',
OpenStack_Nova,fci,fisherz,exception: Data correlation matrix is singular. Cannot run fisherz test. Please check your data.,
OpenStack_Nova,fci,kci,timeout,1800
OpenStack_Nova,fci,chisq,timeout,1800
OpenStack_Nova,fci,gsq,timeout,1800
OpenStack_Nova,gin,kci,timeout,1800
OpenStack_Nova,gin,hsic,timeout,1800
OpenStack_Nova,grasp,local_score_CV_general,timeout,1800
OpenStack_Nova,grasp,local_score_marginal_general,exception: setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (2,) + inhomogeneous part.,
OpenStack_Nova,grasp,local_score_CV_multi,exception: 611,
OpenStack_Nova,grasp,local_score_marginal_multi,exception: 590,
OpenStack_Nova,grasp,local_score_BIC,exception: Singular matrix,
OpenStack_Nova,grasp,local_score_BDeu,timeout,1800
OpenStack_Nova,ges,local_score_CV_general,timeout,1800
OpenStack_Nova,ges,local_score_marginal_general,exception: setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (2,) + inhomogeneous part.,
OpenStack_Nova,ges,local_score_CV_multi,timeout,1800
OpenStack_Nova,ges,local_score_marginal_multi,exception: setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (2,) + inhomogeneous part.,
OpenStack_Nova,ges,local_score_BIC,exception: Singular matrix,
OpenStack_Nova,ges,local_score_BIC_from_cov,exception: Singular matrix,
OpenStack_Nova,ges,local_score_BDeu,timeout,1800
OpenStack_Nova,exact_search,dp,exception: can only convert an array of size 1 to a Python scalar,
OpenStack_Nova,exact_search,astar,exception: can only convert an array of size 1 to a Python scalar,
Proprietary,pc,fisherz,exception: Data correlation matrix is singular. Cannot run fisherz test. Please check your data.,
Proprietary,pc,mv_fisherz,exception: Data correlation matrix is singular. Cannot run fisherz test. Please check your data.,
Proprietary,pc,mc_fisherz,exception: 'm',
Proprietary,pc,kci,timeout,1800
Proprietary,pc,chisq,success,0
Proprietary,pc,gsq,success,0
Proprietary,pc,d_separation,exception: 'NoneType' object has no attribute 'is_directed',
Proprietary,fci,fisherz,exception: Data correlation matrix is singular. Cannot run fisherz test. Please check your data.,
Proprietary,fci,kci,timeout,1800
Proprietary,fci,chisq,success,0
Proprietary,fci,gsq,success,0
Proprietary,gin,kci,timeout,1800
Proprietary,gin,hsic,timeout,1800
Proprietary,grasp,local_score_CV_general,timeout,1800
Proprietary,grasp,local_score_marginal_general,exception: Array must not contain infs or NaNs,
Proprietary,grasp,local_score_CV_multi,exception: 32,
Proprietary,grasp,local_score_marginal_multi,exception: 17,
Proprietary,grasp,local_score_BIC,exception: Singular matrix,
Proprietary,grasp,local_score_BDeu,empty,19
Proprietary,ges,local_score_CV_general,timeout,1800
Proprietary,ges,local_score_marginal_general,exception: Array must not contain infs or NaNs,
Proprietary,ges,local_score_CV_multi,timeout,1800
Proprietary,ges,local_score_marginal_multi,exception: Array must not contain infs or NaNs,
Proprietary,ges,local_score_BIC,exception: Singular matrix,
Proprietary,ges,local_score_BIC_from_cov,exception: Singular matrix,
Proprietary,ges,local_score_BDeu,empty,73
Proprietary,exact_search,dp,exception: can only convert an array of size 1 to a Python scalar,
Proprietary,exact_search,astar,exception: can only convert an array of size 1 to a Python scalar,
dataset_name,method_name,option,result,time
PostgreSQL,lingam,placeholder,exception: cost matrix is infeasible,
XYZ_10,lingam,placeholder,success,0
XYZ_100,lingam,placeholder,success,59
XYZ_1000,lingam,placeholder,exception: index 1000 is out of bounds for axis 0 with size 1000,
OpenStack_Cinder,lingam,placeholder,exception: index 581 is out of bounds for axis 0 with size 538,
OpenStack_Neutron,lingam,placeholder,exception: index 429 is out of bounds for axis 0 with size 406,
OpenStack_Nova,lingam,placeholder,exception: index 879 is out of bounds for axis 0 with size 878,
Proprietary,lingam,placeholder,exception: cost matrix is infeasible,
dataset_name,method_name,option,result,time
XYZ_10,exact_search,dp,timeout,1800
XYZ_10,exact_search,astar,timeout,1800
dataset_name,method_name,option,result,time
PostgreSQL_filtered,pc,fisherz,exception: Data correlation matrix is singular. Cannot run fisherz test. Please check your data.,
PostgreSQL_filtered,pc,mv_fisherz,exception: Data correlation matrix is singular. Cannot run fisherz test. Please check your data.,
PostgreSQL_filtered,pc,mc_fisherz,exception: 'm',
PostgreSQL_filtered,pc,kci,timeout,1800
PostgreSQL_filtered,pc,chisq,success,1
PostgreSQL_filtered,pc,gsq,empty,1
PostgreSQL_filtered,pc,d_separation,exception: 'NoneType' object has no attribute 'is_directed',
PostgreSQL_filtered,fci,fisherz,exception: Data correlation matrix is singular. Cannot run fisherz test. Please check your data.,
PostgreSQL_filtered,fci,kci,timeout,1800
PostgreSQL_filtered,fci,chisq,success,1
PostgreSQL_filtered,fci,gsq,empty,1
PostgreSQL_filtered,lingam,placeholder,exception: cost matrix is infeasible,
PostgreSQL_filtered,gin,kci,timeout,1800
PostgreSQL_filtered,gin,hsic,timeout,1800
PostgreSQL_filtered,grasp,local_score_CV_general,success,919
PostgreSQL_filtered,grasp,local_score_marginal_general,exception: Array must not contain infs or NaNs,
PostgreSQL_filtered,grasp,local_score_CV_multi,exception: 147,
PostgreSQL_filtered,grasp,local_score_marginal_multi,exception: 122,
PostgreSQL_filtered,grasp,local_score_BIC,exception: Singular matrix,
PostgreSQL_filtered,grasp,local_score_BDeu,success,173
PostgreSQL_filtered,ges,local_score_CV_general,timeout,1800
PostgreSQL_filtered,ges,local_score_marginal_general,exception: setting an array element with a sequence. The requested array has an inhomogeneous shape after 1 dimensions. The detected shape was (2,) + inhomogeneous part.,
PostgreSQL_filtered,ges,local_score_CV_multi,timeout,1800
